9.896074924109651283e-01,2.396563174836886800e-01,2.196442382057231246e-01,-6.992641354289845790e-01,1.856377860828398452e-01
7.003694878829431758e-01,5.415590316543521521e-01,4.607740585774058317e-01,-2.686902503961773880e-01,6.217348857409933371e-01
9.744132536945743217e-01,5.181788702248845135e-01,5.485893416927899446e-01,-3.402165164822188448e-01,3.412739428866754521e-01
5.460462918226965945e-01,8.316080576554660819e-01,7.870251813913785588e-01,1.151957411874822285e-01,8.346758723574810857e-01
7.169756628727527170e-01,2.298731689207520745e-01,4.116906021667926519e-01,1.234594591520595495e-02,4.003050986684536516e-01
7.897411555504143532e-01,3.428899080867324756e-01,3.495145631067961278e-01,-5.453263930883133215e-01,4.586310736214087025e-01
9.516244270478281253e-01,6.236543369866899278e-01,6.425792106725959352e-01,5.029844074859076697e-01,4.377514216356840349e-01
7.368312291975014361e-01,5.547526395010188294e-01,5.430478309232480427e-01,5.175796884285086552e-01,6.124176257688416225e-01
9.708928282585568281e-01,8.566421513101031282e-01,8.276147168251343222e-01,1.353299979111884654e-01,4.529658641327538038e-01
5.174209783783833005e-01,8.494422155768120986e-01,9.514681892332789159e-01,1.104285303753742009e-01,8.525808055620548442e-01
8.231373633205266716e-01,2.857016348743030704e-02,1.780028943560057753e-01,4.846432435874768463e-01,1.273709049686317929e-01
6.579363638697577343e-01,5.757783112641784440e-01,5.143782136735859378e-01,1.494445995735356192e-01,6.584856909411814785e-01
9.850866042656525323e-01,6.092727758288953854e-01,5.982404692082111675e-01,3.664736838814350861e-01,3.237761739374802605e-01
5.162693740300616785e-01,9.138929474249825047e-01,8.510799545282303757e-01,1.626998527857061450e-01,8.846931197503450361e-01
7.796729575977916493e-01,2.367945373077801896e-01,4.107317073170731470e-01,-2.819127828852456275e-01,3.850683651625304571e-01
1.607365944432059823e-01,7.110612211306249764e-01,8.333333333333333703e-01,1.398052164650499529e-01,8.377443125005142877e-01
9.501339092103272543e-01,6.332929620415436167e-01,6.400693842150910751e-01,3.567427973175330870e-03,4.443956203060049903e-01
6.649026219864132559e-01,5.127463698916570056e-01,4.984959174903308976e-01,2.520286274296711926e-01,6.188583626036663343e-01
9.685960393185581996e-01,8.735375243296936709e-01,8.302693458743052313e-01,-1.776199958992820405e-01,4.660430553281000310e-01
6.799442401277381309e-01,8.526828770664186541e-01,8.058746163963174114e-01,-3.325703133764348340e-01,7.907221408515855421e-01
9.787034463822908981e-01,1.847063371005091270e-01,2.166454891994917531e-01,7.395200280064249121e-01,1.947212763219112186e-01
6.548236503048925350e-01,4.692291652926284251e-01,4.338949454905847158e-01,5.045607502194177085e-02,5.955122324618268292e-01
9.853959359071220447e-01,5.905543555995819149e-01,5.870535714285713969e-01,5.916019758617966362e-01,3.171101573946210062e-01
6.439342519722577318e-01,8.852889530794599837e-01,8.174528301886792025e-01,2.044856319735549322e-01,8.229930793001628553e-01
8.353970184990889836e-01,2.682201149382126282e-01,4.193388018891374691e-01,2.507743913825700166e-01,3.839614313348160279e-01
8.560287482096524680e-01,4.704553705536587138e-01,7.352941176470588758e-01,8.270396169735617919e-02,4.931446605210971779e-01
9.494409466515585372e-01,6.299613889509084741e-01,6.178969729155602275e-01,5.226939495686876436e-01,4.447175007291849780e-01
